Countries,Arrival city,Stay before hajj-,Arrival type,Arrival date,Num of pilgrims
مملكة ماليزيا الاتحادية,جدة,مكة,جو,2025-05-25,1
جمهورية تنزانيا المتحدة,المدينة المنورة,المدينة - مكة,جو,2025-05-31,375
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-19,310
جمهورية مصر العربية,جدة,مكة,جو,2025-05-30,20
الجمهورية التركية,المدينة المنورة,المدينة - مكة,جو,2025-05-07,367
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,43
الجمهورية التركية,جدة,مكة,جو,2025-05-31,27
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,1
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-06-02,5
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-31,38
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-30,4
المملكة العربية السعودية,جدة,مكة,جو,2025-05-28,3
جمهورية مصر العربية,جدة,مكة,جو,2025-05-30,16
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,1
جمهورية الهند,جدة,مكة,جو,2025-05-27,39
جمهورية السودان,المدينة المنورة,المدينة - مكة,جو,2025-05-23,1
جمهورية مصر العربية,جدة,مكة,جو,2025-05-22,38
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-10,142
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,2
جمهورية العراق,المدينة المنورة,المدينة - مكة,جو,2025-05-30,3
جمهورية الهند,جدة,مكة,جو,2025-06-01,65
جمهورية بوركينا فاسو,جدة,مكة,جو,2025-05-31,1
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-31,185
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-29,1
دولة الامارات العربية المتحدة,جدة,مكة,جو,2025-05-14,4
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-06-01,9
جمهورية جنوب أفريقيا,جدة,مكة,جو,2025-05-27,30
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,153
"جمهورية سنغافورة,جدة,مكة,جو,2025-05-28,2"
جمهورية مصر العربية,جدة,مكة,جو,2025-05-31,264
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-31,2
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-31,11
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,141
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,7
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,39
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-05-23,4
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-10,143
جمهورية تنزانيا المتحدة,المدينة المنورة,المدينة - مكة,جو,2025-05-24,178
جمهورية العراق,جدة,مكة,جو,2025-05-27,3
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-29,5
جمهورية الهند,جدة,مكة,جو,2025-05-23,1
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-14,108
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-14,71
جمهورية جنوب أفريقيا,جدة,مكة,جو,2025-05-17,32
زامبيا,جدة,مكة,جو,2025-05-29,4
جمهورية مالي,المدينة المنورة,المدينة - مكة,جو,2025-05-27,37
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,45
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,1
جمهورية نيجيريا الفيدرالية,جدة,مكة,جو,2025-06-01,5
جمهورية السودان,جدة,مكة,جو,2025-05-31,7
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-30,103
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,1
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-30,103
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-31,326
المملكة العربية السعودية,جدة,مكة,جو,2025-05-26,170
دولة الامارات العربية المتحدة,جدة,مكة,جو,2025-05-28,2
مانيمار,جدة,مكة,جو,2025-06-02,13
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,1
المملكة العربية السعودية,جدة,مكة,جو,2025-05-15,1
جمهورية السودان,جدة,مكة,جو,2025-05-21,147
جمهورية السودان,جدة,مكة,جو,2025-05-29,1
جمهورية روسيا الاتحادية,جدة,مكة,جو,2025-06-02,17
جمهورية بنجلاديش الشعبية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,2
المملكة العربية السعودية,جدة,مكة,جو,2025-05-27,2
جمهورية جنوب أفريقيا,جدة,مكة,جو,2025-05-29,47
المملكة العربية السعودية,جدة,مكة,جو,2025-05-27,2
المملكة العربية السعودية,جدة,مكة,جو,2025-05-28,1
جمهورية مصر العربية,جدة,مكة,جو,2025-05-15,10
المملكة العربية السعودية,جدة,مكة,جو,2025-05-25,3
جمهورية جامبيا,جدة,مكة,جو,2025-05-25,1
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,6
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,45
جمهورية الفلبين,جدة,مكة,جو,2025-06-02,348
جمهورية الهند,جدة,مكة,جو,2025-05-27,1
دولة الامارات العربية المتحدة,المدينة المنورة,المدينة - مكة,جو,2025-05-27,1
جمهورية نيجيريا الفيدرالية,المدينة المنورة,المدينة - مكة,جو,2025-05-27,91
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-24,18
جمهورية الفلبين,جدة,مكة,جو,2025-05-31,15
جمهورية النيجر,جدة,مكة,جو,2025-05-31,150
جمهورية مصر العربية,المدينة المنورة,المدينة - مكة,جو,2025-05-31,1
جمهورية إندونيسيا,جدة,مكة,جو,2025-05-28,1
المملكة العربية السعودية,جدة,مكة,جو,2025-05-31,16
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-09,77
المملكة العربية السعودية,جدة,مكة,جو,2025-05-30,13
جمهورية النيجر,المدينة المنورة,المدينة - مكة,جو,2025-05-27,1
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-26,34
جمهورية ليبيريا,المدينة المنورة,المدينة - مكة,جو,2025-05-23,2
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-25,2
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,1
المملكة العربية السعودية,جدة,مكة,جو,2025-05-31,95
المملكة العربية السعودية,جدة,مكة,جو,2025-05-09,5
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,2
جمهورية الهند,جدة,مكة,جو,2025-05-21,2
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,1
جمهورية مصر العربية,جدة,مكة,جو,2025-05-27,2
جمهورية باكستان الإسلامية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,10
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-22,247
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,15
الجمهورية الجزائرية الديمقراطية الشعبية,جدة,مكة,جو,2025-05-26,2
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-28,144
المملكة العربية السعودية,جدة,مكة,جو,2025-05-25,2
سلطنة عمان,جدة,مكة,جو,2025-05-26,12
جمهورية السودان,جدة,مكة,جو,2025-05-28,94
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,45
مملكة ماليزيا الاتحادية,جدة,مكة,جو,2025-06-01,15
المملكة العربية السعودية,جدة,مكة,جو,2025-05-25,1
المملكة العربية السعودية,جدة,مكة,جو,2025-05-31,4
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,18
الجمهورية العربية السورية,جدة,مكة,جو,2025-05-18,2
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-06-02,12
جمهورية بنجلاديش الشعبية,جدة,مكة,جو,2025-05-31,4
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-30,444
جمهورية الهند,جدة,مكة,جو,2025-05-13,58
جمهورية مصر العربية,جدة,مكة,جو,2025-05-29,1
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-27,12
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-20,1
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-29,11
جمهورية النيجر,المدينة المنورة,المدينة - مكة,جو,2025-05-31,55
مملكة ماليزيا الاتحادية,المدينة المنورة,المدينة - مكة,جو,2025-05-31,31
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-26,2
المملكة العربية السعودية,المدينة المنورة,المدينة - مكة,جو,2025-05-28,2
مملكة البحرين,المدينة المنورة,المدينة - مكة,جو,2025-05-31,1
جمهورية الهند,المدينة المنورة,المدينة - مكة,جو,2025-05-10,47
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-30,2
الجمهورية التركية,جدة,مكة,جو,2025-05-08,80
جمهورية باكستان الإسلامية,جدة,مكة,جو,2025-05-27,2
جمهورية الهند,جدة,مكة,جو,2025-05-27,2
جمهورية الكاميرون,جدة,مكة,جو,2025-05-26,20
"ملاجاسي/مدغشقر,جدة,مكة,جو,2025-05-15,10"
المملكة الأردنية الهاشمية,جدة,مكة,جو,2025-05-18,2
